"CE000038"	"HMDB:HMDB00159"
"CE000039"	"HMDB:HMDB00159"
"CE000088"	"HMDB:HMDB01871"
"CE000089"	"HMDB:HMDB01871"
"CE000090"	"HMDB:HMDB01871"
"CE000091"	"HMDB:HMDB01871"
"CE000141"	"HMDB:HMDB00050"
"CE000142"	"HMDB:HMDB00050"
"CE000143"	"HMDB:HMDB00050"
"CE000144"	"HMDB:HMDB00050"
"CE000176"	"HMDB:HMDB00929"
"CE000177"	"HMDB:HMDB00929"
"CE000178"	"HMDB:HMDB00929"
"CE000179"	"HMDB:HMDB00929"
"CE000234"	"HMDB:HMDB00247"
"CE000236"	"HMDB:HMDB00765"
"CE000286"	"HMDB:HMDB00169"
"CE000605"	"HMDB:HMDB00269"
"CE000640"	"HMDB:HMDB00975"
"CO000031"	"HMDB:HMDB01937"
"CO000032"	"HMDB:HMDB01937"
"CO000033"	"HMDB:HMDB01937"
"CO000034"	"HMDB:HMDB01937"
"CO000035"	"HMDB:HMDB01937"
"CO000046"	"HMDB:HMDB01889"
"CO000047"	"HMDB:HMDB01889"
"CO000048"	"HMDB:HMDB01889"
"CO000049"	"HMDB:HMDB01889"
"CO000050"	"HMDB:HMDB01889"
"CO000231"	"HMDB:HMDB00306"
"CO000232"	"HMDB:HMDB00306"
"CO000233"	"HMDB:HMDB00306"
"CO000234"	"HMDB:HMDB00306"
"CO000235"	"HMDB:HMDB00306"
"EA016901"	"HMDB:HMDB01924"
"EA016902"	"HMDB:HMDB01924"
"EA016903"	"HMDB:HMDB01924"
"EA016904"	"HMDB:HMDB01924"
"EA016905"	"HMDB:HMDB01924"
"EA016906"	"HMDB:HMDB01924"
"EA016907"	"HMDB:HMDB01924"
"EA016908"	"HMDB:HMDB01924"
"EA016909"	"HMDB:HMDB01924"
"EA016910"	"HMDB:HMDB01924"
"EA016911"	"HMDB:HMDB01924"
"EA016912"	"HMDB:HMDB01924"
"EA016913"	"HMDB:HMDB01924"
"EA016914"	"HMDB:HMDB01924"
"EA017101"	"HMDB:HMDB01849"
"EA017102"	"HMDB:HMDB01849"
"EA017103"	"HMDB:HMDB01849"
"EA017104"	"HMDB:HMDB01849"
"EA017105"	"HMDB:HMDB01849"
"EA017106"	"HMDB:HMDB01849"
"EA017107"	"HMDB:HMDB01849"
"EA017108"	"HMDB:HMDB01849"
"EA017109"	"HMDB:HMDB01849"
"EA017110"	"HMDB:HMDB01849"
"EA017111"	"HMDB:HMDB01849"
"EA017112"	"HMDB:HMDB01849"
"EA017113"	"HMDB:HMDB01849"
"EA017114"	"HMDB:HMDB01849"
"EA017201"	"HMDB:HMDB01932"
"EA017202"	"HMDB:HMDB01932"
"EA017203"	"HMDB:HMDB01932"
"EA017204"	"HMDB:HMDB01932"
"EA017205"	"HMDB:HMDB01932"
"EA017206"	"HMDB:HMDB01932"
"EA017207"	"HMDB:HMDB01932"
"EA017208"	"HMDB:HMDB01932"
"EA017209"	"HMDB:HMDB01932"
"EA017210"	"HMDB:HMDB01932"
"EA017211"	"HMDB:HMDB01932"
"EA017212"	"HMDB:HMDB01932"
"EA017213"	"HMDB:HMDB01932"
"EA017214"	"HMDB:HMDB01932"
"EA019601"	"HMDB:HMDB01930"
"EA019602"	"HMDB:HMDB01930"
"EA019603"	"HMDB:HMDB01930"
"EA019604"	"HMDB:HMDB01930"
"EA019605"	"HMDB:HMDB01930"
"EA019606"	"HMDB:HMDB01930"
"EA019607"	"HMDB:HMDB01930"
"EA019608"	"HMDB:HMDB01930"
"EA019609"	"HMDB:HMDB01930"
"EA019610"	"HMDB:HMDB01930"
"EA019611"	"HMDB:HMDB01930"
"EA019612"	"HMDB:HMDB01930"
"EA019613"	"HMDB:HMDB01930"
"EA019614"	"HMDB:HMDB01930"
"EA019651"	"HMDB:HMDB01930"
"EA019652"	"HMDB:HMDB01930"
"EA019653"	"HMDB:HMDB01930"
"EA019654"	"HMDB:HMDB01930"
"EA019655"	"HMDB:HMDB01930"
"EA019656"	"HMDB:HMDB01930"
"EA019657"	"HMDB:HMDB01930"
"EA019658"	"HMDB:HMDB01930"
"EA019659"	"HMDB:HMDB01930"
"EA019660"	"HMDB:HMDB01930"
"EA019661"	"HMDB:HMDB01930"
"EA019662"	"HMDB:HMDB01930"
"EA019664"	"HMDB:HMDB01930"
"EA024301"	"HMDB:HMDB01859"
"EA024302"	"HMDB:HMDB01859"
"EA024303"	"HMDB:HMDB01859"
"EA024304"	"HMDB:HMDB01859"
"EA024305"	"HMDB:HMDB01859"
"EA024306"	"HMDB:HMDB01859"
"EA024307"	"HMDB:HMDB01859"
"EA024308"	"HMDB:HMDB01859"
"EA024309"	"HMDB:HMDB01859"
"EA024310"	"HMDB:HMDB01859"
"EA024311"	"HMDB:HMDB01859"
"EA024312"	"HMDB:HMDB01859"
"EA024313"	"HMDB:HMDB01859"
"EA024314"	"HMDB:HMDB01859"
"EA024351"	"HMDB:HMDB01859"
"EA024352"	"HMDB:HMDB01859"
"EA024353"	"HMDB:HMDB01859"
"EA024354"	"HMDB:HMDB01859"
"EA024355"	"HMDB:HMDB01859"
"EA024356"	"HMDB:HMDB01859"
"EA024357"	"HMDB:HMDB01859"
"EA024358"	"HMDB:HMDB01859"
"EA024359"	"HMDB:HMDB01859"
"EA024360"	"HMDB:HMDB01859"
"EA024361"	"HMDB:HMDB01859"
"EA024362"	"HMDB:HMDB01859"
"EA024364"	"HMDB:HMDB01859"
"EA030301"	"HMDB:HMDB01847"
"EA030302"	"HMDB:HMDB01847"
"EA030303"	"HMDB:HMDB01847"
"EA030304"	"HMDB:HMDB01847"
"EA030305"	"HMDB:HMDB01847"
"EA030306"	"HMDB:HMDB01847"
"EA030307"	"HMDB:HMDB01847"
"EA030308"	"HMDB:HMDB01847"
"EA030309"	"HMDB:HMDB01847"
"EA030310"	"HMDB:HMDB01847"
"EA030311"	"HMDB:HMDB01847"
"EA030312"	"HMDB:HMDB01847"
"EA030313"	"HMDB:HMDB01847"
"EA030314"	"HMDB:HMDB01847"
"EA032901"	"HMDB:HMDB01922"
"EA032910"	"HMDB:HMDB01922"
"EA032913"	"HMDB:HMDB01922"
"EA032914"	"HMDB:HMDB01922"
"EA067401"	"HMDB:HMDB01850"
"EA067402"	"HMDB:HMDB01850"
"EA067403"	"HMDB:HMDB01850"
"EA067404"	"HMDB:HMDB01850"
"EA067405"	"HMDB:HMDB01850"
"EA067406"	"HMDB:HMDB01850"
"EA067407"	"HMDB:HMDB01850"
"EA067408"	"HMDB:HMDB01850"
"EA067409"	"HMDB:HMDB01850"
"EA067410"	"HMDB:HMDB01850"
"EA067411"	"HMDB:HMDB01850"
"EA067412"	"HMDB:HMDB01850"
"EA067413"	"HMDB:HMDB01850"
"EA067414"	"HMDB:HMDB01850"
"EA255001"	"HMDB:HMDB01921"
"EA255002"	"HMDB:HMDB01921"
"EA255003"	"HMDB:HMDB01921"
"EA255004"	"HMDB:HMDB01921"
"EA255005"	"HMDB:HMDB01921"
"EA255006"	"HMDB:HMDB01921"
"EA255007"	"HMDB:HMDB01921"
"EA255008"	"HMDB:HMDB01921"
"EA255009"	"HMDB:HMDB01921"
"EA255010"	"HMDB:HMDB01921"
"EA255011"	"HMDB:HMDB01921"
"EA255012"	"HMDB:HMDB01921"
"EA255013"	"HMDB:HMDB01921"
"EA255014"	"HMDB:HMDB01921"
"EA260001"	"HMDB:HMDB01933"
"EA260002"	"HMDB:HMDB01933"
"EA260003"	"HMDB:HMDB01933"
"EA260004"	"HMDB:HMDB01933"
"EA260005"	"HMDB:HMDB01933"
"EA260006"	"HMDB:HMDB01933"
"EA260007"	"HMDB:HMDB01933"
"EA260008"	"HMDB:HMDB01933"
"EA260009"	"HMDB:HMDB01933"
"EA260010"	"HMDB:HMDB01933"
"EA260011"	"HMDB:HMDB01933"
"EA260012"	"HMDB:HMDB01933"
"EA260013"	"HMDB:HMDB01933"
"EA260014"	"HMDB:HMDB01933"
"EA260051"	"HMDB:HMDB01933"
"EA260052"	"HMDB:HMDB01933"
"EA260053"	"HMDB:HMDB01933"
"EA260054"	"HMDB:HMDB01933"
"EA260055"	"HMDB:HMDB01933"
"EA260056"	"HMDB:HMDB01933"
"EA260057"	"HMDB:HMDB01933"
"EA260058"	"HMDB:HMDB01933"
"EA260059"	"HMDB:HMDB01933"
"EA260060"	"HMDB:HMDB01933"
"EA260061"	"HMDB:HMDB01933"
"EA260062"	"HMDB:HMDB01933"
"EA260063"	"HMDB:HMDB01933"
"EA260064"	"HMDB:HMDB01933"
"EA261001"	"HMDB:HMDB01928"
"EA261002"	"HMDB:HMDB01928"
"EA261003"	"HMDB:HMDB01928"
"EA261004"	"HMDB:HMDB01928"
"EA261005"	"HMDB:HMDB01928"
"EA261006"	"HMDB:HMDB01928"
"EA261007"	"HMDB:HMDB01928"
"EA261008"	"HMDB:HMDB01928"
"EA261009"	"HMDB:HMDB01928"
"EA261010"	"HMDB:HMDB01928"
"EA261011"	"HMDB:HMDB01928"
"EA261012"	"HMDB:HMDB01928"
"EA261013"	"HMDB:HMDB01928"
"EA261014"	"HMDB:HMDB01928"
"EA261051"	"HMDB:HMDB01928"
"EA261052"	"HMDB:HMDB01928"
"EA261053"	"HMDB:HMDB01928"
"EA261054"	"HMDB:HMDB01928"
"EA261055"	"HMDB:HMDB01928"
"EA261056"	"HMDB:HMDB01928"
"EA261057"	"HMDB:HMDB01928"
"EA261058"	"HMDB:HMDB01928"
"EA261059"	"HMDB:HMDB01928"
"EA261060"	"HMDB:HMDB01928"
"EA261061"	"HMDB:HMDB01928"
"EA261062"	"HMDB:HMDB01928"
"EA261063"	"HMDB:HMDB01928"
"EA261064"	"HMDB:HMDB01928"
"EA280301"	"HMDB:HMDB01510"
"EA280302"	"HMDB:HMDB01510"
"EA280303"	"HMDB:HMDB01510"
"EA280304"	"HMDB:HMDB01510"
"EA280305"	"HMDB:HMDB01510"
"EA280306"	"HMDB:HMDB01510"
"EA280307"	"HMDB:HMDB01510"
"EA280308"	"HMDB:HMDB01510"
"EA280309"	"HMDB:HMDB01510"
"EA280310"	"HMDB:HMDB01510"
"EA280311"	"HMDB:HMDB01510"
"EA280312"	"HMDB:HMDB01510"
"EA280313"	"HMDB:HMDB01510"
"EA280314"	"HMDB:HMDB01510"
"EA282401"	"HMDB:HMDB01920"
"EA282402"	"HMDB:HMDB01920"
"EA282403"	"HMDB:HMDB01920"
"EA282404"	"HMDB:HMDB01920"
"EA282405"	"HMDB:HMDB01920"
"EA282406"	"HMDB:HMDB01920"
"EA282407"	"HMDB:HMDB01920"
"EA282408"	"HMDB:HMDB01920"
"EA282409"	"HMDB:HMDB01920"
"EA282410"	"HMDB:HMDB01920"
"EA282411"	"HMDB:HMDB01920"
"EA282412"	"HMDB:HMDB01920"
"EA282413"	"HMDB:HMDB01920"
"EA282414"	"HMDB:HMDB01920"
"EA285101"	"HMDB:HMDB01937"
"EA285102"	"HMDB:HMDB01937"
"EA285103"	"HMDB:HMDB01937"
"EA285104"	"HMDB:HMDB01937"
"EA285105"	"HMDB:HMDB01937"
"EA285106"	"HMDB:HMDB01937"
"EA285107"	"HMDB:HMDB01937"
"EA285108"	"HMDB:HMDB01937"
"EA285109"	"HMDB:HMDB01937"
"EA285110"	"HMDB:HMDB01937"
"EA285111"	"HMDB:HMDB01937"
"EA285112"	"HMDB:HMDB01937"
"EA285113"	"HMDB:HMDB01937"
"EA285114"	"HMDB:HMDB01937"
"EA285151"	"HMDB:HMDB01937"
"EA285152"	"HMDB:HMDB01937"
"EA285153"	"HMDB:HMDB01937"
"EA285154"	"HMDB:HMDB01937"
"EA285155"	"HMDB:HMDB01937"
"EA285156"	"HMDB:HMDB01937"
"EA285158"	"HMDB:HMDB01937"
"EA285159"	"HMDB:HMDB01937"
"EA285160"	"HMDB:HMDB01937"
"EA285161"	"HMDB:HMDB01937"
"EA285162"	"HMDB:HMDB01937"
"EA285164"	"HMDB:HMDB01937"
"EQ017101"	"HMDB:HMDB01849"
"EQ017102"	"HMDB:HMDB01849"
"EQ017103"	"HMDB:HMDB01849"
"EQ017104"	"HMDB:HMDB01849"
"EQ017105"	"HMDB:HMDB01849"
"EQ017106"	"HMDB:HMDB01849"
"EQ300801"	"HMDB:HMDB01934"
"EQ300802"	"HMDB:HMDB01934"
"EQ300803"	"HMDB:HMDB01934"
"EQ300804"	"HMDB:HMDB01934"
"EQ300805"	"HMDB:HMDB01934"
"EQ300806"	"HMDB:HMDB01934"
"EQ301801"	"HMDB:HMDB01936"
"EQ301802"	"HMDB:HMDB01936"
"EQ301803"	"HMDB:HMDB01936"
"EQ301804"	"HMDB:HMDB01936"
"EQ301805"	"HMDB:HMDB01936"
"EQ301806"	"HMDB:HMDB01936"
"EQ311501"	"HMDB:HMDB01355"
"EQ311502"	"HMDB:HMDB01355"
"EQ311503"	"HMDB:HMDB01355"
"EQ311504"	"HMDB:HMDB01355"
"EQ311505"	"HMDB:HMDB01355"
"EQ311506"	"HMDB:HMDB01355"
"EQ319801"	"HMDB:HMDB01547"
"EQ319802"	"HMDB:HMDB01547"
"EQ319803"	"HMDB:HMDB01547"
"EQ319804"	"HMDB:HMDB01547"
"EQ319805"	"HMDB:HMDB01547"
"EQ319806"	"HMDB:HMDB01547"
"EQ319807"	"HMDB:HMDB01547"
"EQ319808"	"HMDB:HMDB01547"
"EQ319809"	"HMDB:HMDB01547"
"EQ323901"	"HMDB:HMDB01929"
"EQ323902"	"HMDB:HMDB01929"
"EQ323904"	"HMDB:HMDB01929"
"EQ323905"	"HMDB:HMDB01929"
"EQ323906"	"HMDB:HMDB01929"
"EQ325502"	"HMDB:HMDB01830"
"EQ325503"	"HMDB:HMDB01830"
"EQ325504"	"HMDB:HMDB01830"
"EQ325505"	"HMDB:HMDB01830"
"EQ325506"	"HMDB:HMDB01830"
"EQ328001"	"HMDB:HMDB01126"
"EQ328002"	"HMDB:HMDB01126"
"EQ328003"	"HMDB:HMDB01126"
"EQ328004"	"HMDB:HMDB01126"
"EQ328005"	"HMDB:HMDB01126"
"EQ328006"	"HMDB:HMDB01126"
"EQ328007"	"HMDB:HMDB01126"
"EQ328008"	"HMDB:HMDB01126"
"EQ328009"	"HMDB:HMDB01126"
"EQ329901"	"HMDB:HMDB00073"
"EQ329902"	"HMDB:HMDB00073"
"EQ329903"	"HMDB:HMDB00073"
"EQ329904"	"HMDB:HMDB00073"
"EQ329905"	"HMDB:HMDB00073"
"EQ329906"	"HMDB:HMDB00073"
"EQ329951"	"HMDB:HMDB00073"
"EQ329952"	"HMDB:HMDB00073"
"EQ329953"	"HMDB:HMDB00073"
"EQ329954"	"HMDB:HMDB00073"
"EQ329955"	"HMDB:HMDB00073"
"EQ329956"	"HMDB:HMDB00073"
"EQ330401"	"HMDB:HMDB00050"
"EQ330402"	"HMDB:HMDB00050"
"EQ330403"	"HMDB:HMDB00050"
"EQ330404"	"HMDB:HMDB00050"
"EQ330405"	"HMDB:HMDB00050"
"EQ330406"	"HMDB:HMDB00050"
"EQ330451"	"HMDB:HMDB00050"
"EQ330452"	"HMDB:HMDB00050"
"EQ330453"	"HMDB:HMDB00050"
"EQ330454"	"HMDB:HMDB00050"
"EQ330455"	"HMDB:HMDB00050"
"EQ330456"	"HMDB:HMDB00050"
"EQ331601"	"HMDB:HMDB00673"
"EQ331602"	"HMDB:HMDB00673"
"EQ331603"	"HMDB:HMDB00673"
"EQ331604"	"HMDB:HMDB00673"
"EQ331605"	"HMDB:HMDB00673"
"EQ331606"	"HMDB:HMDB00673"
"EQ331651"	"HMDB:HMDB00673"
"EQ331652"	"HMDB:HMDB00673"
"EQ331653"	"HMDB:HMDB00673"
"EQ331654"	"HMDB:HMDB00673"
"EQ331655"	"HMDB:HMDB00673"
"EQ332501"	"HMDB:HMDB00068"
"EQ332502"	"HMDB:HMDB00068"
"EQ332503"	"HMDB:HMDB00068"
"EQ332504"	"HMDB:HMDB00068"
"EQ332505"	"HMDB:HMDB00068"
"EQ332506"	"HMDB:HMDB00068"
"EQ332551"	"HMDB:HMDB00068"
"EQ332552"	"HMDB:HMDB00068"
"EQ332553"	"HMDB:HMDB00068"
"EQ332554"	"HMDB:HMDB00068"
"EQ332555"	"HMDB:HMDB00068"
"EQ332556"	"HMDB:HMDB00068"
"EQ335201"	"HMDB:HMDB01927"
"EQ335202"	"HMDB:HMDB01927"
"EQ335203"	"HMDB:HMDB01927"
"EQ335204"	"HMDB:HMDB01927"
"EQ335205"	"HMDB:HMDB01927"
"EQ335206"	"HMDB:HMDB01927"
"EQ335207"	"HMDB:HMDB01927"
"EQ335208"	"HMDB:HMDB01927"
"EQ335209"	"HMDB:HMDB01927"
"EQ357801"	"HMDB:HMDB01879"
"EQ357802"	"HMDB:HMDB01879"
"EQ357803"	"HMDB:HMDB01879"
"EQ357804"	"HMDB:HMDB01879"
"EQ357805"	"HMDB:HMDB01879"
"EQ357806"	"HMDB:HMDB01879"
"EQ357807"	"HMDB:HMDB01879"
"EQ357808"	"HMDB:HMDB01879"
"EQ357809"	"HMDB:HMDB01879"
"EQ357851"	"HMDB:HMDB01879"
"EQ357852"	"HMDB:HMDB01879"
"EQ357853"	"HMDB:HMDB01879"
"EQ357854"	"HMDB:HMDB01879"
"EQ357855"	"HMDB:HMDB01879"
"EQ357856"	"HMDB:HMDB01879"
"EQ357857"	"HMDB:HMDB01879"
"EQ357858"	"HMDB:HMDB01879"
"EQ357859"	"HMDB:HMDB01879"
"EQ363201"	"HMDB:HMDB01889"
"EQ363202"	"HMDB:HMDB01889"
"EQ363203"	"HMDB:HMDB01889"
"EQ363204"	"HMDB:HMDB01889"
"EQ363205"	"HMDB:HMDB01889"
"EQ363206"	"HMDB:HMDB01889"
"EQ363207"	"HMDB:HMDB01889"
"EQ363208"	"HMDB:HMDB01889"
"EQ363209"	"HMDB:HMDB01889"
"EQ363251"	"HMDB:HMDB01889"
"EQ363252"	"HMDB:HMDB01889"
"EQ363253"	"HMDB:HMDB01889"
"EQ363254"	"HMDB:HMDB01889"
"EQ363255"	"HMDB:HMDB01889"
"EQ363256"	"HMDB:HMDB01889"
"EQ363257"	"HMDB:HMDB01889"
"EQ363258"	"HMDB:HMDB01889"
"EQ363259"	"HMDB:HMDB01889"
"EQ363701"	"HMDB:HMDB01940"
"EQ363702"	"HMDB:HMDB01940"
"EQ363703"	"HMDB:HMDB01940"
"EQ363704"	"HMDB:HMDB01940"
"EQ363705"	"HMDB:HMDB01940"
"EQ363706"	"HMDB:HMDB01940"
"EQ363707"	"HMDB:HMDB01940"
"EQ363708"	"HMDB:HMDB01940"
"EQ363709"	"HMDB:HMDB01940"
"EQ369601"	"HMDB:HMDB01895"
"EQ369602"	"HMDB:HMDB01895"
"EQ369603"	"HMDB:HMDB01895"
"EQ369604"	"HMDB:HMDB01895"
"EQ369605"	"HMDB:HMDB01895"
"EQ369606"	"HMDB:HMDB01895"
"EQ369607"	"HMDB:HMDB01895"
"EQ369608"	"HMDB:HMDB01895"
"EQ369609"	"HMDB:HMDB01895"
"EQ369651"	"HMDB:HMDB01895"
"EQ369652"	"HMDB:HMDB01895"
"EQ369653"	"HMDB:HMDB01895"
"EQ369654"	"HMDB:HMDB01895"
"EQ369655"	"HMDB:HMDB01895"
"EQ369656"	"HMDB:HMDB01895"
"EQ369657"	"HMDB:HMDB01895"
"EQ369658"	"HMDB:HMDB01895"
"EQ369659"	"HMDB:HMDB01895"
"FIO00016"	"HMDB:HMDB00030"
"FIO00017"	"HMDB:HMDB00030"
"FIO00018"	"HMDB:HMDB00030"
"FIO00019"	"HMDB:HMDB00030"
"FIO00020"	"HMDB:HMDB00030"
"FIO00021"	"HMDB:HMDB00030"
"FIO00022"	"HMDB:HMDB00030"
"FIO00033"	"HMDB:HMDB01218"
"FIO00034"	"HMDB:HMDB01218"
"FIO00035"	"HMDB:HMDB01218"
"FIO00036"	"HMDB:HMDB01218"
"FIO00037"	"HMDB:HMDB01218"
"FIO00067"	"HMDB:HMDB01871"
"FIO00068"	"HMDB:HMDB01871"
"FIO00069"	"HMDB:HMDB01871"
"FIO00070"	"HMDB:HMDB01871"
"FIO00071"	"HMDB:HMDB01871"
"FIO00072"	"HMDB:HMDB01871"
"FIO00073"	"HMDB:HMDB01871"
"FIO00074"	"HMDB:HMDB01871"
"FIO00075"	"HMDB:HMDB01871"
"FIO00076"	"HMDB:HMDB01871"
"FIO00515"	"HMDB:HMDB01488"
"FIO00516"	"HMDB:HMDB01488"
"FIO00517"	"HMDB:HMDB01488"
"FIO00518"	"HMDB:HMDB01488"
"FIO00519"	"HMDB:HMDB01488"
"FIO00568"	"HMDB:HMDB01847"
"FIO00569"	"HMDB:HMDB01847"
"FIO00570"	"HMDB:HMDB01847"
"FIO00571"	"HMDB:HMDB01847"
"FIO00572"	"HMDB:HMDB01847"
"FIO00628"	"HMDB:HMDB00929"
"FIO00629"	"HMDB:HMDB00929"
"FIO00630"	"HMDB:HMDB00929"
"FIO00631"	"HMDB:HMDB00929"
"FIO00632"	"HMDB:HMDB00929"
"FIO00633"	"HMDB:HMDB00929"
"FIO00634"	"HMDB:HMDB00929"
"FIO00635"	"HMDB:HMDB00929"
"FIO00636"	"HMDB:HMDB00929"
"FIO00637"	"HMDB:HMDB00929"
"FIO00638"	"HMDB:HMDB00684"
"FIO00639"	"HMDB:HMDB00684"
"FIO00640"	"HMDB:HMDB00684"
"FIO00641"	"HMDB:HMDB00684"
"FIO00642"	"HMDB:HMDB00684"
"FIO00643"	"HMDB:HMDB00715"
"FIO00644"	"HMDB:HMDB00715"
"FIO00645"	"HMDB:HMDB00715"
"FIO00646"	"HMDB:HMDB00715"
"FIO00647"	"HMDB:HMDB00715"
"FIO00648"	"HMDB:HMDB00715"
"FIO00649"	"HMDB:HMDB00715"
"FIO00650"	"HMDB:HMDB00715"
"FIO00651"	"HMDB:HMDB00715"
"FIO00652"	"HMDB:HMDB00715"
"FIO00653"	"HMDB:HMDB00732"
"FIO00654"	"HMDB:HMDB00732"
"FIO00655"	"HMDB:HMDB00732"
"FIO00656"	"HMDB:HMDB00732"
"FIO00657"	"HMDB:HMDB00732"
"FIO00658"	"HMDB:HMDB00881"
"FIO00659"	"HMDB:HMDB00881"
"FIO00660"	"HMDB:HMDB00881"
"FIO00661"	"HMDB:HMDB00881"
"FIO00662"	"HMDB:HMDB00881"
"FIO00663"	"HMDB:HMDB00881"
"FIO00664"	"HMDB:HMDB00881"
"FIO00665"	"HMDB:HMDB00881"
"FIO00666"	"HMDB:HMDB00881"
"FIO00667"	"HMDB:HMDB00881"
"FIO00668"	"HMDB:HMDB01476"
"FIO00669"	"HMDB:HMDB01476"
"FIO00670"	"HMDB:HMDB01476"
"FIO00671"	"HMDB:HMDB01476"
"FIO00672"	"HMDB:HMDB01476"
"FIO00673"	"HMDB:HMDB01476"
"FIO00674"	"HMDB:HMDB01476"
"FIO00675"	"HMDB:HMDB01476"
"FIO00676"	"HMDB:HMDB00232"
"FIO00677"	"HMDB:HMDB00232"
"FIO00678"	"HMDB:HMDB00232"
"FIO00679"	"HMDB:HMDB00232"
"FIO00680"	"HMDB:HMDB00232"
"FIO00683"	"HMDB:HMDB00050"
"FIO00684"	"HMDB:HMDB00050"
"FIO00685"	"HMDB:HMDB00050"
"FIO00686"	"HMDB:HMDB00050"
"FIO00687"	"HMDB:HMDB00050"
"JEL00010"	"HMDB:HMDB01035"
"JEL00040"	"HMDB:HMDB01847"
"JEL00041"	"HMDB:HMDB00628"
"JP000019"	"HMDB:HMDB02055"
"JP000020"	"HMDB:HMDB02048"
"JP000021"	"HMDB:HMDB01858"
"JP000026"	"HMDB:HMDB00957"
"JP000028"	"HMDB:HMDB00852"
"JP000217"	"HMDB:HMDB01232"
"JP000225"	"HMDB:HMDB01232"
"JP000267"	"HMDB:HMDB00753"
